
+-------------------------------+-------------------+-------------------+----------------------+-----------+----------+-----------+----------+------------+----------+-------+-----------+----------+-----------+-----------+-----------+-----------+------------+----------+----------+----------+----------+---------+-----------+----------+------------+----------------+---------------+----------------+-----------+----------------+----------------+----------------+
| DR2Name                       | RA_ICRS           | DE_ICRS           | Source               | Plx       | e_Plx    | pmRA      | e_pmRA   | pmDE       | e_pmDE   | Dup   | Gmag      | e_Gmag   | BPmag     | e_BPmag   | RPmag     | e_RPmag   | E(BR/RP)   | BP-RP    | BP-G     | G-RP     | RV       | e_RV    | Teff      | AG       | E(BP-RP)   | x              | y             | z              | mass      | u              | v              | w              |
| Gaia DR2 66489259137570816    | 057.85177538536   | +24.08717860680   | 66489259137570816    | 7.3824    | 0.0430   | 19.156    | 0.084    | -45.041    | 0.055    | 1     | 12.7930   | 0.0011   | 13.4875   | 0.0043    | 12.0033   | 0.0023    | 1.268      | 1.4842   | 0.6945   | 0.7897   | 4.59     | 1.40    | 4452.54   | 0.1445   | 0.0845     | -121.8100574   | 27.23504943   | -52.62504719   | 0.7786    | -4.828166311   | -13.40015983   | -6.212553744   |
| Gaia DR2 66499154741977216    | 057.36985457241   | +23.71198619909   | 66499154741977216    | 7.4912    | 0.0453   | 20.028    | 0.094    | -47.280    | 0.054    | 0     | 11.1596   | 0.0021   | 11.6174   | 0.0025    | 10.6034   | 0.0018    | 1.192      | 1.0139   | 0.4578   | 0.5562   | 5.19     | 0.65    | 5267.00   | 0.0740   | 0.0370     | -119.4932417   | 26.87615272   | -53.09222632   | 1.04107   | -4.418273628   | -14.23305977   | -6.984067238   |
| Gaia DR2 66501181966524800    | 057.38808968139   | +23.79520175309   | 66501181966524800    | 7.1916    | 0.0472   | 20.037    | 0.089    | -43.701    | 0.049    | 0     | 10.7479   | 0.0007   | 11.1272   | 0.0020    | 10.2321   | 0.0016    | 1.202      | 0.8951   | 0.3793   | 0.5158   | 6.98     | 0.32    | 5438.45   | 0.0678   | 0.0330     | -124.5158956   | 28.11617166   | -55.14294237   | 1.14592   | -2.400579794   | -13.40081061   | -6.617440399   |
| Gaia DR2 66503449709270400    | 057.27554720695   | +23.78104375731   | 66503449709270400    | 7.2091    | 0.0506   | 20.641    | 0.100    | -45.881    | 0.059    | 1     | 10.4206   | 0.0012   | 10.8731   | 0.0047    | 9.8321    | 0.0032    | 1.216      | 1.0410   | 0.4525   | 0.5885   | 6.09     | 6.21    | 5305.04   | 0.5867   | 0.2990     | -124.1025202   | 28.18645778   | -55.18739868   | 1.21034   | -3.222380046   | -14.79327878   | -6.993611046   |
| Gaia DR2 66517468482370304    | 057.07140079253   | +23.89015681906   | 66517468482370304    | 7.3213    | 0.0559   | 17.903    | 0.098    | -45.553    | 0.062    | 0     | 10.2399   | 0.0007   | 10.5728   | 0.0015    | 9.7678    | 0.0010    | 1.198      | 0.8050   | 0.3329   | 0.4721   | 4.97     | 0.55    | 5826.00   | 0.0685   | 0.0300     | -122.0446341   | 28.23540536   | -54.44272176   | 1.25455   | -4.923875059   | -13.17940305   | -7.403979123   |
| Gaia DR2 66523893753437824    | 057.10911287974   | +24.04818882162   | 66523893753437824    | 7.3793    | 0.0589   | 19.623    | 0.136    | -46.308    | 0.068    | 0     | 9.8941    | 0.0005   | 10.2004   | 0.0013    | 9.4586    | 0.0011    | 1.189      | 0.7418   | 0.3063   | 0.4355   | 6.05     | 1.39    | 5955.50   | 0.0340   | 0.0160     | -121.1702079   | 28.23115973   | -53.71187673   | 1.33943   | -3.484899245   | -13.78370586   | -7.384604911   |
| Gaia DR2 66537981246228096    | 057.72960799280   | +24.19725256808   | 66537981246228096    | 7.1516    | 0.0381   | 19.024    | 0.075    | -43.262    | 0.045    | 0     | 11.4183   | 0.0012   | 11.8756   | 0.0022    | 10.8343   | 0.0013    | 1.211      | 1.0413   | 0.4573   | 0.5840   | 5.62     | 0.54    | 5170.30   | 0.1580   | 0.0780     | -125.6610406   | 28.48770632   | -54.3132675    | 1.01146   | -3.6821469     | -13.17636442   | -6.307012161   |
| Gaia DR2 66539252556578816    | 057.52113990468   | +24.12375734966   | 66539252556578816    | 7.4199    | 0.0313   | 18.422    | 0.068    | -47.008    | 0.034    | 1     | 13.4522   | 0.0011   | 14.2897   | 0.0047    | 12.5597   | 0.0028    | 1.308      | 1.7299   | 0.8375   | 0.8925   | 5.11     | 7.66    | 4374.37   | 0.3287   | 0.1595     | -120.9059923   | 27.62504279   | -52.74608585   | 0.70064   | -4.699588339   | -13.6947228    | -7.604013179   |
| Gaia DR2 66556535504958848    | 057.40235227022   | +24.29586591381   | 66556535504958848    | 7.3650    | 0.0476   | 18.173    | 0.094    | -45.988    | 0.061    | 0     | 11.4647   | 0.0016   | 11.9490   | 0.0025    | 10.8691   | 0.0021    | 1.207      | 1.0799   | 0.4844   | 0.5955   | 6.89     | 1.17    | 5097.78   | 0.0103   | 0.0077     | -121.7508159   | 28.29556961   | -53.02428938   | 0.99087   | -2.990276812   | -12.91121339   | -8.115772569   |
| Gaia DR2 66565365957676416    | 057.58720452276   | +24.46655135744   | 66565365957676416    | 7.2499    | 0.0552   | 20.327    | 0.095    | -45.558    | 0.072    | 0     | 10.9103   | 0.0011   | 11.3158   | 0.0025    | 10.3818   | 0.0016    | 1.198      | 0.9340   | 0.4055   | 0.5285   | 5.16     | 0.68    | 5468.50   | 0.0250   | 0.0120     | -123.9057511   | 28.77702249   | -53.33431616   | 1.10607   | -3.812054185   | -14.454462     | -6.536868738   |
| Gaia DR2 66566946505629440    | 057.64417261571   | +24.50757825325   | 66566946505629440    | 7.0967    | 0.0527   | 19.991    | 0.087    | -44.904    | 0.061    | 1     | 12.2947   | 0.0008   | 12.8728   | 0.0030    | 11.5862   | 0.0019    | 1.249      | 1.2866   | 0.5781   | 0.7085   | 7.31     | 1.15    | 4839.74   | 0.2420   | 0.1100     | -126.6464661   | 29.38785633   | -54.33739143   | 0.86225   | -1.867276462   | -14.20041483   | -7.450936329   |
| Gaia DR2 66570554277316992    | 058.34886868426   | +24.06484288381   | 66570554277316992    | 7.3432    | 0.0544   | 19.522    | 0.090    | -45.257    | 0.065    | 0     | 11.1627   | 0.0018   | 11.6157   | 0.0029    | 10.6063   | 0.0020    | 1.194      | 1.0094   | 0.4530   | 0.5564   | 6.12     | 1.06    | 5308.00   | 0.0525   | 0.0198     | -122.9010055   | 26.63560415   | -52.25987901   | 1.04921   | -3.393015864   | -13.59425166   | -6.648237567   |
| Gaia DR2 66581961710329984    | 058.60525132146   | +24.35989013150   | 66581961710329984    | 7.3640    | 0.0476   | 18.221    | 0.092    | -45.531    | 0.055    | 0     | 10.8423   | 0.0019   | 11.2648   | 0.0072    | 10.2858   | 0.0053    | 1.208      | 0.9790   | 0.4225   | 0.5565   | 8.41     | 5.50    | 5403.00   | 0.1730   | 0.0677     | -122.8679458   | 26.7091407    | -51.29046849   | 1.11142   | -1.561962652   | -12.63421164   | -8.083157482   |
| Gaia DR2 66612473157921024    | 058.71910982976   | +24.57606019390   | 66612473157921024    | 7.0720    | 0.0538   | 18.776    | 0.111    | -43.866    | 0.059    | 1     | 12.6202   | 0.0008   | 13.4318   | 0.0033    | 11.7484   | 0.0019    | 1.298      | 1.6834   | 0.8116   | 0.8718   | 7.37     | 10.58   | 4184.25   | 1.3445   | 0.6610     | -128.1087355   | 28.03465549   | -52.88637174   | 0.80478   | -2.06472673    | -13.44691819   | -7.191441512   |
| Gaia DR2 66640712564777856    | 057.97253655736   | +24.38676805286   | 66640712564777856    | 7.1816    | 0.0417   | 20.118    | 0.080    | -45.962    | 0.057    | 1     | 12.3434   | 0.0027   | 12.9473   | 0.0097    | 11.6063   | 0.0063    | 1.26       | 1.3411   | 0.6039   | 0.7371   | 3.88     | 6.32    | 4979.00   | 0.1205   | 0.0730     | -125.4177429   | 28.35112676   | -53.4367158    | 0.84915   | -5.10018087    | -15.18750422   | -6.282762238   |
| Gaia DR2 66655560269868544    | 058.22291288527   | +24.71553734957   | 66655560269868544    | 7.0915    | 0.0601   | 18.240    | 0.111    | -44.992    | 0.066    | 1     | 9.3353    | 0.0003   | 9.5964    | 0.0011    | 8.9488    | 0.0009    | 1.185      | 0.6476   | 0.2611   | 0.3865   | 7.15     | 1.01    | 6375.57   | 0.2655   | 0.1273     | -127.3418136   | 28.93362031   | -53.21554665   | 1.52851   | -2.419692335   | -13.60184461   | -7.998580167   |
| Gaia DR2 66657415695597056    | 057.86348663909   | +24.51845506063   | 66657415695597056    | 7.3327    | 0.0628   | 20.035    | 0.092    | -45.389    | 0.056    | 1     | 8.7605    | 0.0002   | 8.9756    | 0.0006    | 8.4338    | 0.0007    | 1.177      | 0.5418   | 0.2151   | 0.3267   | 15.50    | 3.00    | 6752.62   | 0.5303   | 0.2438     | -122.773521    | 28.1497668    | -52.27299073   | 1.70814   | 5.411599618    | -11.81408861   | -10.32408439   |
| Gaia DR2 66658996243552000    | 057.91374713680   | +24.54870249936   | 66658996243552000    | 7.4248    | 0.0467   | 21.413    | 0.077    | -46.028    | 0.050    | 0     | 12.0193   | 0.0013   | 12.5744   | 0.0046    | 11.3364   | 0.0044    | 1.239      | 1.2379   | 0.5551   | 0.6829   | 4.84     | 1.12    | 4969.76   | 0.1670   | 0.0990     | -121.3048273   | 27.78204488   | -51.50915229   | 0.89054   | -3.877688656   | -14.52008832   | -5.803531203   |
| Gaia DR2 66730120901930240    | 056.91832314088   | +24.30174305949   | 66730120901930240    | 7.4276    | 0.0412   | 20.091    | 0.076    | -47.221    | 0.039    | 0     | 13.2807   | 0.0016   | 14.1080   | 0.0066    | 12.3925   | 0.0037    | 1.308      | 1.7156   | 0.8273   | 0.8882   | 5.86     | 10.44   | 4279.46   | 0.0610   | 0.0342     | -120.2837513   | 28.74761793   | -53.21260846   | 0.71717   | -3.483705411   | -14.16641642   | -7.536794997   |
| Gaia DR2 66734720809017856    | 056.82535301126   | +24.39057153886   | 66734720809017856    | 6.9890    | 0.0490   | 21.401    | 0.120    | -45.705    | 0.060    | 0     | 12.2439   | 0.0012   | 12.9461   | 0.0046    | 11.4468   | 0.0027    | 1.272      | 1.4993   | 0.7023   | 0.7971   | 2.82     | 3.75    | 4447.33   | 0.6550   | 0.3070     | -127.7679435   | 30.85069275   | -56.53158534   | 0.86728   | -5.525080693   | -16.52279393   | -5.921511105   |
| Gaia DR2 66737095928811648    | 056.91861361755   | +24.36436236977   | 66737095928811648    | 7.3166    | 0.0621   | 19.267    | 0.142    | -45.569    | 0.077    | 0     | 10.3988   | 0.0016   | 10.7569   | 0.0048    | 9.9042    | 0.0026    | 1.199      | 0.8527   | 0.3581   | 0.4946   | 6.20     | 0.80    | 5629.00   | 0.1002   | 0.0460     | -122.1271078   | 29.29117329   | -53.91776866   | 1.21612   | -3.213074454   | -13.4143992    | -7.475554727   |
| Gaia DR2 66739982146803456    | 057.07213877798   | +24.50422712204   | 66739982146803456    | 7.4199    | 0.0301   | 19.832    | 0.060    | -46.231    | 0.042    | 0     | 13.7232   | 0.0016   | 14.6408   | 0.0063    | 12.7844   | 0.0036    | 1.326      | 1.8564   | 0.9176   | 0.9388   | 0.03     | 4.41    | 3975.62   | 0.0150   | 0.0080     | -120.6097506   | 28.90546384   | -52.74004717   | 0.67317   | -8.598437365   | -14.87174557   | -4.918077356   |
| Gaia DR2 66754241438299520    | 057.55177249920   | +24.53273269182   | 66754241438299520    | 7.1960    | 0.0517   | 19.224    | 0.089    | -45.530    | 0.066    | 0     | 12.7360   | 0.0014   | 13.4057   | 0.0056    | 11.9618   | 0.0045    | 1.265      | 1.4439   | 0.6696   | 0.7743   | 7.01     | 1.60    | 4613.83   | 0.2540   | 0.1473     | -124.8209259   | 29.16040508   | -53.67425828   | 0.79369   | -2.412268195   | -13.78732305   | -7.801558187   |
| Gaia DR2 66771146429454592    | 057.29898577931   | +24.63638761557   | 66771146429454592    | 7.1608    | 0.0544   | 20.635    | 0.083    | -44.795    | 0.054    | 0     | 10.3029   | 0.0006   | 10.6385   | 0.0011    | 9.8249    | 0.0014    | 1.2        | 0.8136   | 0.3357   | 0.4780   | 17.66    | 1.30    | 5809.00   | 0.0830   | 0.0423     | -125.2283048   | 29.85442846   | -54.11689987   | 1.25056   | 7.663448715    | -11.84963712   | -11.17783354   |
| Gaia DR2 66774513683782912    | 057.33590024976   | +24.77646852212   | 66774513683782912    | 7.2538    | 0.0493   | 19.308    | 0.078    | -44.472    | 0.049    | 1     | 12.4656   | 0.0014   | 13.0917   | 0.0049    | 11.7095   | 0.0033    | 1.267      | 1.3822   | 0.6260   | 0.7561   | 3.76     | 6.47    | 4761.86   |          |            | -123.6975826   | 29.66262755   | -53.14369954   | 0.82846   | -5.113601484   | -13.6940538    | -6.04818229    |
| Gaia DR2 66781832308018176    | 056.61848123683   | +24.43374537874   | 66781832308018176    | 7.3735    | 0.0553   | 20.252    | 0.119    | -43.415    | 0.059    | 0     | 10.8634   | 0.0018   | 11.2738   | 0.0063    | 10.3058   | 0.0047    | 1.214      | 0.9681   | 0.4104   | 0.5576   | 3.50     | 2.93    | 5389.50   | 0.0630   | 0.0375     | -120.9261447   | 29.60901669   | -53.7896317    | 1.10681   | -5.148388841   | -13.12715106   | -5.081063282   |
| Gaia DR2 66787119410915072    | 056.66214031086   | +24.52011396236   | 66787119410915072    | 7.3815    | 0.0423   | 20.429    | 0.095    | -46.027    | 0.052    | 0     | 12.8798   | 0.0007   | 13.5983   | 0.0027    | 12.0723   | 0.0017    | 1.275      | 1.5260   | 0.7185   | 0.8075   | 6.28     | 0.74    | 4388.40   | 0.3513   | 0.1560     | -120.8604327   | 29.66217909   | -53.53386496   | 0.76661   | -2.787684838   | -13.76338251   | -7.243624976   |
| Gaia DR2 66788291938818304    | 056.59455049238   | +24.56995599948   | 66788291938818304    | 7.1805    | 0.0485   | 19.463    | 0.101    | -44.976    | 0.057    | 1     | 10.2968   | 0.0007   | 10.6402   | 0.0014    | 9.8113    | 0.0012    | 1.201      | 0.8288   | 0.3434   | 0.4854   | 6.27     | 0.56    | 5775.00   | 0.0923   | 0.0530     | -124.1949202   | 30.67835079   | -55.0423358    | 1.24991   | -2.906622837   | -13.66289248   | -7.526178172   |
| Gaia DR2 66799768088857856    | 056.52886151223   | +24.56261162518   | 66799768088857856    | 7.3618    | 0.0595   | 19.708    | 0.135    | -46.995    | 0.070    | 0     | 12.7025   | 0.0008   | 13.3810   | 0.0031    | 11.9230   | 0.0017    | 1.266      | 1.4580   | 0.6785   | 0.7796   | 4.18     | 1.87    | 4493.00   | 0.2540   | 0.1230     | -121.0712982   | 30.00310593   | -53.7852374    | 0.79126   | -4.913546187   | -14.4196728    | -7.204144786   |
| Gaia DR2 66800592725150848    | 056.54907599667   | +24.62212527969   | 66800592725150848    | 7.5280    | 0.0562   | 21.080    | 0.124    | -44.610    | 0.075    | 1     | 11.4046   | 0.0030   | 11.8687   | 0.0099    | 10.8055   | 0.0070    | 1.218      | 1.0632   | 0.4641   | 0.5991   | 7.65     | 0.79    | 5252.38   | 0.0103   | 0.0060     | -118.4343265   | 29.41214834   | -52.4775581    | 0.99364   | -1.269454821   | -12.46565508   | -6.737428593   |
| Gaia DR2 66802276352348416    | 056.30003455990   | +24.58599482426   | 66802276352348416    | 7.5740    | 0.0418   | 20.885    | 0.080    | -44.704    | 0.062    | 0     | 13.4033   | 0.0021   | 14.2279   | 0.0088    | 12.5185   | 0.0050    | 1.305      | 1.7094   | 0.8246   | 0.8848   | 10.51    | 16.82   | 4214.73   | 0.2820   | 0.1410     | -117.4765546   | 29.51677208   | -52.53577544   | 0.70174   | 1.194759973    | -11.57143607   | -8.007665466   |
| Gaia DR2 66802654309459712    | 056.41749370034   | +24.62703860847   | 66802654309459712    | 7.5689    | 0.0613   | 18.187    | 0.136    | -43.817    | 0.069    | 0     | 9.5865    | 0.0007   | 9.8928    | 0.0025    | 9.1464    | 0.0017    | 1.192      | 0.7463   | 0.3063   | 0.4401   | 6.68     | 2.01    | 5926.50   | 0.2630   | 0.1310     | -117.6756259   | 29.44281813   | -52.35573792   | 1.40748   | -2.870641388   | -10.95048371   | -7.111625377   |
| Gaia DR2 66808869124393600    | 056.65747999203   | +24.74748434713   | 66808869124393600    | 7.6036    | 0.0584   | 20.452    | 0.118    | -47.514    | 0.096    | 0     | 11.5886   | 0.0008   | 12.0824   | 0.0026    | 10.9649   | 0.0017    | 1.222      | 1.1176   | 0.4938   | 0.6238   | 6.56     | 0.66    | 5013.48   | 0.0905   | 0.0480     | -117.3903875   | 29.17834273   | -51.62019329   | 0.95644   | -2.598240516   | -13.46016916   | -7.654853541   |
| Gaia DR2 66809491897360896    | 056.72891569971   | +24.79614093951   | 66809491897360896    | 7.3453    | 0.0435   | 19.417    | 0.081    | -46.251    | 0.051    | 0     | 10.4091   | 0.0011   | 10.7606   | 0.0035    | 9.9171    | 0.0027    | 1.201      | 0.8434   | 0.3514   | 0.4920   | 5.70     | 0.70    | 5536.50   | 0.0595   | 0.0270     | -121.5989579   | 30.18631877   | -53.26133025   | 1.21222   | -3.474506922   | -13.67563157   | -7.587539095   |
| Gaia DR2 66811450402457216    | 056.58539698203   | +24.78528924307   | 66811450402457216    | 7.3743    | 0.0291   | 18.604    | 0.055    | -45.135    | 0.039    | 0     | 13.3572   | 0.0009   | 14.1805   | 0.0030    | 12.4750   | 0.0025    | 1.303      | 1.7055   | 0.8234   | 0.8821   | 3.41     | 2.96    | 4184.50   | 0.1955   | 0.0732     | -120.9837971   | 30.25181067   | -53.25939309   | 0.71174   | -5.666821963   | -13.18549243   | -6.51484563    |
| Gaia DR2 66816295125702144    | 056.89040947427   | +24.68400320613   | 66816295125702144    | 7.4016    | 0.0363   | 19.694    | 0.076    | -46.227    | 0.047    | 0     | 12.5555   | 0.0021   | 13.2107   | 0.0080    | 11.7906   | 0.0053    | 1.263      | 1.4201   | 0.6552   | 0.7649   | 7.27     | 2.16    | 4730.63   | 0.0950   | 0.0445     | -120.7921448   | 29.53897771   | -52.82325713   | 0.80935   | -2.060480842   | -13.2601988    | -7.918985867   |
| Gaia DR2 66832100605159424    | 057.07380760743   | +25.04764713941   | 66832100605159424    | 7.4623    | 0.0556   | 19.728    | 0.095    | -46.950    | 0.055    | 0     | 10.7404   | 0.0013   | 11.1419   | 0.0032    | 10.2137   | 0.0022    | 1.199      | 0.9282   | 0.4015   | 0.5267   | 5.33     | 0.37    | 5498.50   | 0.1867   | 0.0920     | -120.0784205   | 29.65684406   | -51.57242381   | 1.12907   | -3.686223996   | -13.75481975   | -7.350785596   |
| Gaia DR2 66838452861270272    | 056.66165616814   | +24.95944340321   | 66838452861270272    | 7.3109    | 0.0516   | 20.533    | 0.088    | -47.041    | 0.064    | 0     | 10.1018   | 0.0009   | 10.4383   | 0.0025    | 9.6299    | 0.0017    | 1.196      | 0.8084   | 0.3365   | 0.4719   | 5.36     | 2.70    | 5900.25   | 0.1550   | 0.0840     | -122.1558466   | 30.70511792   | -53.33580931   | 1.28869   | -3.432264746   | -14.6924566    | -7.465681736   |
| Gaia DR2 66863058730966528    | 057.91861227574   | +24.98296932289   | 66863058730966528    | 7.4030    | 0.0706   | 18.133    | 0.140    | -46.642    | 0.072    | 0     | 10.6971   | 0.0011   | 11.0886   | 0.0032    | 10.1725   | 0.0023    | 1.202      | 0.9161   | 0.3915   | 0.5246   | 3.40     | 0.90    | 5441.20   | 0.0850   | 0.0443     | -121.7851281   | 28.60028733   | -50.96023131   | 1.14246   | -5.88310356    | -13.75057354   | -6.942808094   |
| Gaia DR2 66957994687842176    | 057.64893274484   | +25.42631490391   | 66957994687842176    | 7.2919    | 0.0604   | 18.500    | 0.128    | -44.313    | 0.072    | 1     | 11.7335   | 0.0023   | 12.2732   | 0.0074    | 11.0498   | 0.0057    | 1.246      | 1.2234   | 0.5397   | 0.6837   | 4.55     | 19.12   | 4906.71   | 0.4320   | 0.2063     | -123.5137878   | 30.18704699   | -51.38139566   | 0.94332   | -4.341314211   | -12.89508409   | -6.537916672   |
| Gaia DR2 66960262430594816    | 057.57372858153   | +25.37937007962   | 66960262430594816    | 7.2534    | 0.0663   | 19.447    | 0.115    | -46.000    | 0.071    | 0     | 9.5184    | 0.0002   | 9.7972    | 0.0006    | 9.1100    | 0.0006    | 1.188      | 0.6872   | 0.2788   | 0.4084   | 4.69     | 1.13    | 6155.23   | 0.1203   | 0.0558     | -124.0883004   | 30.37283756   | -51.83370956   | 1.45724   | -4.075593805   | -14.21241605   | -7.040354419   |
| Gaia DR2 66980362877378432    | 057.47057103572   | +25.64725278981   | 66980362877378432    | 7.1892    | 0.0424   | 18.618    | 0.082    | -45.966    | 0.050    | 0     | 9.4283    | 0.0002   | 9.7220    | 0.0007    | 9.0003    | 0.0008    | 1.191      | 0.7217   | 0.2937   | 0.4280   | 5.48     | 1.02    | 6007.93   | 0.1517   | 0.0733     | -125.1707837   | 31.2616267    | -51.9932825    | 1.48515   | -3.441788043   | -13.86362173   | -7.846285362   |
| Gaia DR2 66997817623367296    | 059.09797988706   | +24.83222346478   | 66997817623367296    | 7.1251    | 0.0382   | 17.893    | 0.055    | -43.732    | 0.034    | 0     | 13.4616   | 0.0019   | 14.2940   | 0.0071    | 12.5705   | 0.0050    | 1.309      | 1.7234   | 0.8324   | 0.8910   | 5.85     | 12.32   | 4106.25   | 0.1693   | 0.0760     | -127.5661796   | 27.73395018   | -51.52980585   | 0.70832   | -3.578527323   | -13.09841468   | -6.757779722   |
| Gaia DR2 67281869581448704    | 058.57848142989   | +25.49503750383   | 67281869581448704    | 8.2837    | 0.0578   | 22.279    | 0.087    | -49.864    | 0.049    | 1     | 12.5315   | 0.0013   | 13.2211   | 0.0055    | 11.7244   | 0.0044    | 1.284      | 1.4967   | 0.6896   | 0.8071   | 4.54     | 1.86    | 4500.26   | 0.1375   | 0.0857     | -109.4740895   | 25.52026294   | -44.01310609   | 0.77954   | -4.030801903   | -13.31090045   | -5.607983574   |
| Gaia DR2 67331381964358656    | 058.45951199772   | +25.96445801539   | 67331381964358656    | 6.2028    | 0.0587   | 16.976    | 0.153    | -39.135    | 0.072    | 0     | 10.8789   | 0.0009   | 11.2792   | 0.0014    | 10.3446   | 0.0012    | 1.204      | 0.9346   | 0.4003   | 0.5344   | 6.49     | 1.05    | 5405.75   | 0.2650   | 0.1305     | -146.2080665   | 35.23704754   | -58.07088577   | 1.18543   | -2.084325175   | -13.93046917   | -7.201564452   |
| Gaia DR2 67512560863864832    | 058.76785803289   | +26.73441228899   | 67512560863864832    | 5.1830    | 0.0941   | 15.941    | 0.100    | -32.147    | 0.054    | 0     | 12.1719   | 0.0007   | 12.6596   | 0.0026    | 11.5407   | 0.0018    | 1.23       | 1.1189   | 0.4878   | 0.6312   | 6.41     | 1.10    | 4999.00   | 0.2713   | 0.1300     | -175.5889676   | 43.43867308   | -67.12978719   | 0.99891   | -1.102167424   | -14.53860265   | -5.773379169   |
| Gaia DR2 67618285777617664    | 053.88215822025   | +22.82338965959   | 67618285777617664    | 7.5750    | 0.0482   | 21.134    | 0.094    | -45.520    | 0.065    | 0     | 9.7295    | 0.0004   | 10.0213   | 0.0011    | 9.3110    | 0.0014    | 1.187      | 0.7103   | 0.2918   | 0.4185   | 5.72     | 0.45    | 6094.30   | 0.0403   | 0.0218     | -114.562641    | 29.96618346   | -58.35064322   | 1.37013   | -3.767536492   | -13.01450215   | -6.892182347   |
| Gaia DR2 68097020012324352    | 053.53056379661   | +24.34425119856   | 68097020012324352    | 7.2607    | 0.0488   | 21.672    | 0.082    | -45.154    | 0.058    | 0     | 9.4268    | 0.0003   | 9.7106    | 0.0015    | 9.0225    | 0.0020    | 1.183      | 0.6881   | 0.2838   | 0.4043   | 6.07     | 0.72    | 6085.80   | 0.1730   | 0.0855     | -119.7005924   | 34.37533409   | -58.81545949   | 1.48253   | -2.468208909   | -13.89117354   | -7.534943747   |
| Gaia DR2 68129764842889600    | 055.14330170778   | +23.68241231352   | 68129764842889600    | 7.4266    | 0.0526   | 20.585    | 0.100    | -45.597    | 0.062    | 0     | 10.6978   | 0.0008   | 11.0889   | 0.0028    | 10.1706   | 0.0017    | 1.204      | 0.9183   | 0.3911   | 0.5272   | 4.89     | 0.59    | 5358.00   | 0.0880   | 0.0447     | -118.4159234   | 30.21182088   | -56.53020474   | 1.14076   | -4.283667026   | -13.64692779   | -6.736092225   |
| Gaia DR2 68150861722174848    | 054.86596958123   | +23.89480143605   | 68150861722174848    | 7.2850    | 0.0535   | 21.197    | 0.129    | -45.392    | 0.077    | 0     | 11.3098   | 0.0022   | 11.7902   | 0.0044    | 10.7073   | 0.0027    | 1.213      | 1.0829   | 0.4804   | 0.6025   | 5.00     | 1.20    | 5020.94   | 0.2355   | 0.0932     | -120.5130821   | 31.5648724    | -57.64468066   | 1.02187   | -3.837277181   | -14.27773813   | -6.811299853   |
| Gaia DR2 68212365653772928    | 054.34954300448   | +24.04565414369   | 68212365653772928    | 9.8719    | 0.0445   | 29.749    | 0.081    | -63.140    | 0.056    | 0     | 12.5837   | 0.0003   | 13.4240   | 0.0019    | 11.6967   | 0.0010    | 1.302      | 1.7272   | 0.8403   | 0.8870   | 9.68     | 0.87    | 4050.67   | 0.4060   | 0.1920     | -88.58563162   | 24.03471819   | -42.85041754   | 0.72428   | 0.471724752    | -13.93220438   | -9.235565498   |
| Gaia DR2 68250264445159936    | 054.78812853465   | +24.36762874556   | 68250264445159936    | 6.9552    | 0.0465   | 18.842    | 0.085    | -40.763    | 0.054    | 0     | 9.7032    | 0.0004   | 10.0163   | 0.0013    | 9.2589    | 0.0016    | 1.191      | 0.7574   | 0.3131   | 0.4443   | 5.42     | 2.32    | 5924.12   | 0.2878   | 0.1450     | -126.3076133   | 34.0263139    | -59.66919147   | 1.4253    | -3.447416783   | -12.20016096   | -6.442464015   |
| Gaia DR2 68254245878512384    | 054.80623032269   | +24.46633087327   | 68254245878512384    | 7.0286    | 0.0460   | 19.698    | 0.105    | -44.492    | 0.061    | 0     | 10.2189   | 0.0014   | 10.5536   | 0.0034    | 9.7477    | 0.0024    | 1.196      | 0.8059   | 0.3347   | 0.4712   | 5.44     | 0.67    | 5732.77   | 0.0687   | 0.0380     | -125.0403281   | 33.81876739   | -58.8531213    | 1.28113   | -3.479365975   | -14.05889996   | -7.727488874   |
| Gaia DR2 68296886313838848    | 056.01485492190   | +24.50404811602   | 68296886313838848    | 7.3780    | 0.0540   | 22.323    | 0.119    | -45.727    | 0.091    | 1     | 10.5285   | 0.0011   | 10.9131   | 0.0043    | 9.9992    | 0.0034    | 1.208      | 0.9139   | 0.3845   | 0.5293   | 1.27     | 4.51    | 5482.00   | 0.2005   | 0.1010     | -120.3022975   | 30.56541945   | -54.43846934   | 1.18059   | -6.662584111   | -15.45642097   | -4.579069826   |
| Gaia DR2 68310359628169472    | 056.09137369874   | +24.76821318078   | 68310359628169472    | 7.3421    | 0.0547   | 21.218    | 0.110    | -46.627    | 0.062    | 0     | 12.5720   | 0.0016   | 13.2171   | 0.0050    | 11.8052   | 0.0038    | 1.268      | 1.4119   | 0.6451   | 0.7668   | 7.88     | 7.42    | 4573.00   | 0.1190   | 0.0520     | -121.0423987   | 31.05684288   | -54.17393527   | 0.80978   | -1.038894234   | -14.01829622   | -8.127873917   |
| Gaia DR2 68310561489710336    | 055.72974253768   | +24.49287507302   | 68310561489710336    | 7.1950    | 0.0512   | 21.230    | 0.088    | -45.104    | 0.064    | 0     | 9.3630    | 0.0003   | 9.6345    | 0.0014    | 8.9692    | 0.0015    | 1.183      | 0.6654   | 0.2715   | 0.3938   | 6.61     | 0.74    | 6196.90   | 0.1590   | 0.0815     | -123.0793649   | 31.73799918   | -56.22396304   | 1.50888   | -2.111255809   | -14.20720899   | -7.272228189   |
